question_id,question_number,question_text,question_file
0625_w15_qp_12_03,3,"A car travels along the route PQRST in 30 minutes.  
PQRST10 km5 km5
 km10
 km
  What is the average speed of the car? A 10
 km  / hour B 20  km  / hour C 30  km  / hour D 60  km  / hour ",0625_w15_qp_12
0625_w15_qp_12_04,4,Which statement about mass or weight is correct? A Mass is a force. B Mass is measured in newtons. C Weight is a force. D Weight is measured in kilograms. ,0625_w15_qp_12
0625_w15_qp_12_05,5,"Two cylinders are made of the same metal. Both cylinders have the same cross-sectional area but one is longer than the other.  
cylinder 1 cylinder 2  Which quantity is the same for both cylinders? A density B mass C resistance D volume     © UCLES 2015 0625/12/O/N/15",0625_w15_qp_12
0625_w15_qp_12_06,6,"A heavy beam rests on two supports. The diagram shows the only three forces F 1, F 2 and F 3 acting on the beam.  
F1 F2
F3support support beam
  The beam is in equilibrium.  Which statement is correct? A All the forces are equal in size. B The resultant force on the beam is in the opposite direction to the resultant turning effect. C The resultant force on the beam is zero and the resultant turning effect on the beam is zero. D The total upward force is twice the total downward force. ",0625_w15_qp_12
0625_w15_qp_12_07,7,"The diagrams show four solid cones. The centre of mass of each cone is marked by a point labelled M.  Which cone is the most stable?  
ABCD
MM MM
 ",0625_w15_qp_12
0625_w15_qp_12_08,8,"A car is stationary at the top of a hill with the engine switched off. The brakes are released and the car rolls down the hill.  At which labelled point does the car have the greatest kinetic energy? Ignore friction.  
AB DC
     © UCLES 2015 0625/12/O/N/15 [Turn over",0625_w15_qp_12
0625_w15_qp_12_09,9,Electrical energy may be obtained from nuclear fission.  In which order is the energy transferred in this process? A nuclear fuel → generator → reactor and boiler → turbines B nuclear fuel → generator → turbines → reactor and boiler C nuclear fuel → reactor and boiler → generator → turbines D nuclear fuel → reactor and boiler → turbines → generator ,0625_w15_qp_12
0625_w15_qp_12_10,10,"The table gives four forces and the surface area on which each force acts.  Which row gives the largest pressure on the surface?   force
 / N area  / m A 20  B 40  C 20  D 40  ",0625_w15_qp_12
0625_w15_qp_12_11,11,What does a barometer measure? A the current in a circuit B the density of a liquid  C the pressure of air  D the temperature of an object      © UCLES 2015 0625/12/O/N/15,0625_w15_qp_12
0625_w15_qp_12_12,12,"The diagrams represent the molecules in two different states of matter. The arrows show the motion of the molecules.  
state 2 state 1molecule
  What is state 1, and what is state 2?   state 1 state  A gas liquid 
B gas solid 
C liquid gas 
D liquid solid 
",0625_w15_qp_12
0625_w15_qp_12_13,13,"A swimmer feels cold after leaving warm water on a warm, windy day.  Why does she feel cold even though the air is warm? A The less energetic water molecules on her skin escape quickly. B The more energetic water molecules on her skin do not escape quickly. C The water on her skin does not evaporate quickly enough to keep her warm. D The water on her skin evaporates quickly and cools her skin. ",0625_w15_qp_12
0625_w15_qp_12_14,14,A circular metal disc is heated.  Which quantity decreases? A its density B its diameter C its thickness D its volume     © UCLES 2015 0625/12/O/N/15 [Turn over,0625_w15_qp_12
0625_w15_qp_12_15,15,A block of copper and a block of lead are heated. The internal energy of each block increases by the same amount.  The block of copper has a lower thermal capacity than the block of lead.  Which conclusion can be made from this information? A The temperature increase of the copper is greater than the temperature increase of the lead. B The temperature increase of the copper is the same as the temperature increase of the lead. C The temperature increase of the copper is less than the temperature increase of the lead. D The melting point of copper is lower than the melting point of lead. ,0625_w15_qp_12
0625_w15_qp_12_16,16,"In a refrigerator, the cooling unit can be fitted either at the top or at the bottom. In an oven, the heater can be fitted either at the top or at the bottom.  Which row shows the best position for the cooling unit and the best position for the heater?   cooling unit heater 
A bottom bottom 
B bottom top 
C top bottom 
D top top 
",0625_w15_qp_12
0625_w15_qp_12_17,17,"A girl is outdoors. She warms her hands by holding them near a fire, as shown.  
hands
fire 
  How does the heat from the fire reach her hands? A conduction only B convection and conduction C convection and radiation D radiation only     © UCLES 2015 0625/12/O/N/15",0625_w15_qp_12
0625_w15_qp_12_18,18,"The diagram represents a water wave.  
4 m2
 m
  Which row shows the amplitude and the wavelength of the wave?   amplitude
 / m wavelength  / m 
A 1  B 1  C 2  D 2      © UCLES 2015 0625/12/O/N/15 [Turn over",0625_w15_qp_12
0625_w15_qp_12_19,19,"The diagram represents circular wavefronts coming from point S. The wavefronts strike a barrier and are reflected so that they appear to come from point S
1.  
SS1
barrier  Which diagram shows the reflected wavefronts?  
C
DBASS1
SS1SS1
SS1
     © UCLES 2015 0625/12/O/N/15",0625_w15_qp_12
0625_w15_qp_12_20,20,A plane mirror is fitted to a wall.   Which statement about the image formed by the mirror is correct? A The image is real. B The image is left to right (laterally inverted). C The image is smaller than the object. D The image is upside down. ,0625_w15_qp_12
0625_w15_qp_12_21,21,"A student draws a diagram representing three rays of light from point P passing through a converging lens. Each point labelled F is a principal focus of the lens.  
FFP ray X
ray Yray Zlens
  Which of the rays has the student drawn correctly? A ray X and ray Y B ray X and ray Z C ray Y only D ray Z only ",0625_w15_qp_12
0625_w15_qp_12_22,22,"Which group contains only electromagnetic waves? A light waves, radio waves, γ-rays B light waves, radio waves, sound waves C light waves, sound waves, γ-rays D radio waves, sound waves, γ-rays    1 © UCLES 2015 0625/12/O/N/15 [Turn over",0625_w15_qp_12
0625_w15_qp_12_23,23,"Two sounds X and Y are produced by loudspeakers. The amplitude and frequency of each sound wave is given in the table.  amplitude
 / mm frequency  / Hz 
X 1.3 47 Y 2.0 23  How does sound Y compare with sound X? A Y is louder and has a higher pitch. B Y is louder and has a lower pitch. C Y is quieter and has a higher pitch. D Y is quieter and has a lower pitch. ",0625_w15_qp_12
0625_w15_qp_12_24,24,Sounds are produced by vibrating objects. A certain object vibrates but a person nearby cannot hear any sound.  Which statement could explain why nothing is heard? A The amplitude of the sound waves is too large. B The frequency of the vibration is too high. C The sound waves are transverse. D The speed of the sound waves is too high. ,0625_w15_qp_12
0625_w15_qp_12_25,25,Which statement about a permanent bar magnet is correct? A It is made from a soft magnetic material. B It repels a non-magnetic material. C Its field lines cross each other where the magnetic field is strong. D Its N-pole repels the N-pole of another magnet. ,0625_w15_qp_12
0625_w15_qp_12_26,26,Which procedure may be used to demagnetise a steel bar? A cooling it in a freezer for several hours B earthing it with a copper wire for several seconds C removing it slowly from a coil carrying an alternating current (a.c.) D rubbing it in one direction with a woollen cloth    1 © UCLES 2015 0625/12/O/N/15,0625_w15_qp_12
0625_w15_qp_12_27,27,"Two plastic rods P and Q are both negatively charged. Rod P hangs freely.  
XYrod Prod Q
  The end of rod Q is brought near to end X of rod P, and then near to end Y of rod P.  What happens to the rods in each position?   near end X  near end Y  
A they attract they attract 
B they attract they repel 
C they repel they attract 
D they repel they repel 
   1 © UCLES 2015 0625/12/O/N/15 [Turn over",0625_w15_qp_12
0625_w15_qp_12_28,28,"Which circuit shows a voltmeter measuring the p.d. across a resistor?  
VA
VB
VC
VD
 ",0625_w15_qp_12
0625_w15_qp_12_29,29,"A student has four pieces of resistance wire made of the same material. Each piece is connected in turn between the terminals X and Y in the circuit.  
XY
  In which wire is the current the largest?   length of wire
 / m diameter of wire  / mm 
A 0.5 0. B 0.5 1.0 
C 1.0 0. D 1.0 1.0 
   1 © UCLES 2015 0625/12/O/N/15",0625_w15_qp_12
0625_w15_qp_12_30,30,"A student connects the circuit shown.  
1234
  Which switches must be closed for both the bell to ring and the lamp to light? A 1 and 4 only B 2 and 3 only C 1, 2 and 3 only D 1, 2, 3 and 4 ",0625_w15_qp_12
0625_w15_qp_12_31,31,"Two resistors are connected in parallel.  
20  Ω30
 Ω
  Which value could be the resistance of the combination? A 12
 Ω B 20  Ω C 25  Ω D 50  Ω    1 © UCLES 2015 0625/12/O/N/15 [Turn over",0625_w15_qp_12
0625_w15_qp_12_32,32,"The circuit contains a variable potential divider PQ, a lamp and a voltmeter.  
power supply+–PQ
slidingcontact
V  The sliding contact of the potential divider is moved towards end Q.  What happens to the brightness of the lamp and what happens to the voltmeter reading?   brightness of lamp voltmeter reading 
A becomes brighter decreases 
B becomes brighter increases 
C does not change decreases 
D does not change increases 
",0625_w15_qp_12
0625_w15_qp_12_33,33,"Four lamps are each labelled '60
 W 230  V'.  In which circuit are the lamps connected so that they operate at normal brightness?  
A230
 VB230
 VC 230
 VD 230
 V
    1 © UCLES 2015 0625/12/O/N/15",0625_w15_qp_12
0625_w15_qp_12_34,34,"A fuse is used to protect an electric circuit.  Which diagram shows where the fuse should be connected?  
live neutral A 
live neutral B 
live neutral C D live neutral 
 ",0625_w15_qp_12
0625_w15_qp_12_35,35,"A transformer has 2400 turns on its primary coil and 200 turns on its secondary coil.  
secondary coil200 turns primary coil2400 turns
output voltage 240  V
  What input voltage is needed to give an output voltage of 240
 V? 
A 12  V B 20  V C 240  V D 2880  V    1 © UCLES 2015 0625/12/O/N/15 [Turn over",0625_w15_qp_12
0625_w15_qp_12_36,36,"A current-carrying coil in a magnetic field experiences a turning effect.  
NSpower supply+–
coil  How can the turning effect be increased? A Increase the number of turns on the coil. B Reduce the size of the current. C Reverse the direction of the magnetic field. D Use thinner wire for the coil. ",0625_w15_qp_12
0625_w15_qp_12_37,37,"A beam of cathode rays enters an electric field between two charged plates.  Which diagram shows a path that the rays could take?  
–
+A
–
+B
–
+C
–
+Dcathoderays
cathoderayscathoderays
cathoderays
    1 © UCLES 2015 0625/12/O/N/15",0625_w15_qp_12
0625_w15_qp_12_38,38,"Radioactive carbon-14 decays into nitrogen by emitting a β-particle. The equation below represents the decay.  
C14P  →  N147  +  β0Q 
 What are the values of P and Q?   P Q 
A 6  B 6 – C 8  D 8 – ",0625_w15_qp_12
0625_w15_qp_12_39,39,"A student investigates how the radiation from a radioactive source changes with time.  The table shows the results from the detector used by the student.  time
 / 
minutes count rate / counts per minute
0 340 
2.0 180 
4.0 100 
6.0 60 
8.0 40 
 The experiment is repeated by many other students, who also measure the count rate every two minutes.  The half-life of the source is known to be exactly 2.0 minutes.  Why is the measured count rate always greater than half the previous value? A Radioactive emissions occur randomly with time. B The detector used is very close to the source. C There is background radiation present. D The radioactive source is decaying. ",0625_w15_qp_12
0625_w15_qp_12_40,40,"The nuclide notation for radium-226 is
Ra22688.  How many electrons orbit the nucleus of a neutral atom of radium-226? A 0 B 88 C 138 D 226   1 © UCLES 2015 0625/12/O/N/15  BLANK PAGE    
Permission to reproduce items where third-par ty owned material protected by copyright is  included has been sought and cleared w here possible. Every reasonable effort has been made by the publisher (UCLES) to trace copyright holder s, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends at the earliest possible opportunity.  To avoid the issue of disclosure of answer-related information to candidates, all copyright acknowledgements are reproduced onl ine in the Cambridge International Examinations Copyright Acknowledgements Booklet. This is produced for each series of examinations and is freely a vailable to download at www.cie.org.uk after the live examination series.  Cambridge International Examinations is part of the Cambridge Asse ssment Group. Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge.  
© UCLES 2015 0625/12/O/N/15  BLANK PAGE ",0625_w15_qp_12
0625_w15_qp_13_01,1,A student uses a measuring cylinder to measure the volume of a quantity of water.  Which action would make her result less accurate? A making sure her eye is level with the water surface B making sure the cylinder is vertical C reading the bottom of the meniscus D using the largest measuring cylinder possible ,0625_w15_qp_13
0625_w15_qp_13_02,2,"The diagram shows the distance-time graph for a car.  At which labelled point is the car moving with constant speed?  
A D B
Cdistance00t i m e
 ",0625_w15_qp_13
0625_w15_qp_13_03,3,"A car travels along the route PQRST in 30 minutes.  
PQRST10 km5 km5
 km10
 km
  What is the average speed of the car? A 10
 km  / hour B 20  km  / hour C 30  km  / hour D 60  km  / hour     © UCLES 2015 0625/13/O/N/15 [Turn over",0625_w15_qp_13
0625_w15_qp_13_04,4,What is the weight of an object? A the force of gravity on the object B the gravitational potential energy of the object C the internal energy of the object D the mass of the object ,0625_w15_qp_13
0625_w15_qp_13_05,5,"The mass of a piece of metal is 1200
 g.  A measuring cylinder contains 150
 cm3 of water.  The piece of metal is put into the measuring cylinder. The water level rises to 250
 cm3 and covers the metal.  What is the density of the metal? A 3.0
 g / cm3 B 4.8  g / cm3 C 8.0  g / cm3 D 12.0  g / cm3 ",0625_w15_qp_13
0625_w15_qp_13_06,6,"A heavy beam rests on two supports. The diagram shows the only three forces F
1, F 2 and F 3 acting on the beam.  
F1 F2
F3support support beam
  The beam is in equilibrium.  Which statement is correct? A All the forces are equal in size. B The resultant force on the beam is in the opposite direction to the resultant turning effect. C The resultant force on the beam is zero and the resultant turning effect on the beam is zero. D The total upward force is twice the total downward force.     © UCLES 2015 0625/13/O/N/15",0625_w15_qp_13
0625_w15_qp_13_07,7,"A heavy truck on wheels has a platform attached to it.  A man stands on the platform.  The truck does not fall over.  Which position A, B, C or D could be the centre of mass of the whole system (truck, platform and man)?  
truckABCDplatformman
 ",0625_w15_qp_13
0625_w15_qp_13_08,8,"Which row gives the energy change in a battery and the energy change in a solar cell?   battery solar cell 
A chemical to electrical electrical to light 
B chemical to electrical light to electrical 
C electrical to chemical electrical to light 
D electrical to chemical light to electrical 
",0625_w15_qp_13
0625_w15_qp_13_09,9,Electrical energy may be obtained from nuclear fission.  In which order is the energy transferred in this process? A nuclear fuel → generator → reactor and boiler → turbines B nuclear fuel → generator → turbines → reactor and boiler C nuclear fuel → reactor and boiler → generator → turbines D nuclear fuel → reactor and boiler → turbines → generator     © UCLES 2015 0625/13/O/N/15 [Turn over,0625_w15_qp_13
0625_w15_qp_13_10,10,A man is in contact with the floor.  In which of these situations does he produce the least pressure on the floor? A kneeling B lying flat on his back C standing on both feet D standing on one foot ,0625_w15_qp_13
0625_w15_qp_13_11,11,"The water in a lake is at 5
 °C. A diver measures the pressure of the water at two different depths in the lake. He repeats the measurements on a different day when the water is at 15
 °C.  The density of the water decreases when its temperature increases.  Which combination of depth and temperat ure produces the greatest water pressure?   depth
 / m temperature  / °C 
A 10  B 10  1 C 20  D 20  1 ",0625_w15_qp_13
0625_w15_qp_13_12,12,A car tyre has a constant volume.  Why does the pressure of the air in the tyre increase when its temperature increases? A The air molecules hit each other less often. B The air molecules hit the inside of the tyre less often. C The average speed of the air molecules in the tyre is greater. D There are more air molecules in the tyre. ,0625_w15_qp_13
0625_w15_qp_13_13,13,"A swimmer feels cold after leaving warm water on a warm, windy day.  Why does she feel cold even though the air is warm? A The less energetic water molecules on her skin escape quickly. B The more energetic water molecules on her skin do not escape quickly. C The water on her skin does not evaporate quickly enough to keep her warm. D The water on her skin evaporates quickly and cools her skin.     © UCLES 2015 0625/13/O/N/15",0625_w15_qp_13
0625_w15_qp_13_14,14,A circular metal disc is heated.  Which quantity decreases? A its density B its diameter C its thickness D its volume ,0625_w15_qp_13
0625_w15_qp_13_15,15,"The diagram shows a mercury-in-glass thermometer. The scale of the thermometer has not been marked.  
l
  The length l increases uniformly with temperature.  The length l is measured when the thermometer bulb is placed in water at 0
 °C, and also when it is in water at 100
 °C. The table shows the results.  temperature
 / °C length l /  cm 
0 2.0 
100 26.0 
 What is the value of l when the bulb is placed in water at 50
 °C? A 12.0
 cm B 13.0  cm C 14.0  cm D 16.0  cm ",0625_w15_qp_13
0625_w15_qp_13_16,16,A heating engineer fits a heater to the ceiling of an office so that workers in the office are kept warm.  How does thermal energy reach the workers below the heater? A conduction and convection B convection and radiation C convection only D radiation only     © UCLES 2015 0625/13/O/N/15 [Turn over,0625_w15_qp_13
0625_w15_qp_13_17,17,"Which row shows how heating changes the density of air, and the name of the method of energy transfer caused by this density change?  density method of energy transfer 
A decreases conduction 
B decreases convection 
C increases conduction 
D increases convection 
",0625_w15_qp_13
0625_w15_qp_13_18,18,"Which row correctly defines a type of wave and gives a correct example?   wave type direction of vibrations example 
A longitudinal parallel to direction of wave travel radio waves 
B longitudinal perpendicular to direction of wave travel light waves 
C transverse parallel to direction of wave travel light waves 
D transverse perpendicular to direction of wave travel radio waves 
",0625_w15_qp_13
0625_w15_qp_13_19,19,"A water wave moves quickly in deep water.  
deepwatershallowwater
waterwaves
  The wave now enters shallow water and its speed decreases.  Which row shows what happens to the frequency of the wave, and what happens to the wavelength of the wave?   frequency wavelength 
A decreases decreases 
B decreases does not change 
C does not change decreases 
D does not change does not change 
    © UCLES 2015 0625/13/O/N/15",0625_w15_qp_13
0625_w15_qp_13_20,20,"The diagram shows the electromagnetic spectrum.  
γ-rays X-rays ultraviolet visible light infra-red microwaves radiowavesincreasing ......................
  A word is missing from the label below the spectrum.  Which word is missing? A amplitude B frequency C speed D wavelength ",0625_w15_qp_13
0625_w15_qp_13_21,21,"A student draws a diagram representing three rays of light from point P passing through a converging lens. Each point labelled F is a principal focus of the lens.  
FFP ray X
ray Yray Zlens
  Which of the rays has the student drawn correctly? A ray X and ray Y B ray X and ray Z C ray Y only D ray Z only     © UCLES 2015 0625/13/O/N/15 [Turn over",0625_w15_qp_13
0625_w15_qp_13_22,22,"The diagram shows a ray of light travelling in a substance P. The ray reaches a boundary with a substance Q. Total internal reflection occurs at the boundary.  
substance P substance Q
angle Xray oflightboundarynormal
  Which row contains correct statements about angle X and about the optical density of substance Q?   angle X substance Q 
A smaller than the critical angle less dense than substance P 
B smaller than the critical angle more dense than substance P 
C greater than the critical angle less dense than substance P 
D greater than the critical angle more dense than substance P 
",0625_w15_qp_13
0625_w15_qp_13_23,23,"A pulse of sound is produced at the bottom of a boat. The sound travels through the water and is reflected from the sea bed. The sound reaches the boat again after 1.2
 s. The speed of sound in the water is 1500
 m  / s.  
sea bedboat
  How far below the bottom of the boat is the sea bed? A 450
 m B 900  m C 1800  m D 3600  m     © UCLES 2015 0625/13/O/N/15",0625_w15_qp_13
0625_w15_qp_13_24,24,Sounds are produced by vibrating objects. A certain object vibrates but a person nearby cannot hear any sound.  Which statement could explain why nothing is heard? A The amplitude of the sound waves is too large. B The frequency of the vibration is too high. C The sound waves are transverse. D The speed of the sound waves is too high. ,0625_w15_qp_13
0625_w15_qp_13_25,25,"Which metal could be used for a permanent magnet and which metal could be used for the core of an electromagnet?   permanent magnet core of electromagnet 
A iron copper 
B iron steel 
C steel copper 
D steel iron 
",0625_w15_qp_13
0625_w15_qp_13_26,26,Which procedure may be used to demagnetise a steel bar? A cooling it in a freezer for several hours B earthing it with a copper wire for several seconds C removing it slowly from a coil carrying an alternating current (a.c.) D rubbing it in one direction with a woollen cloth ,0625_w15_qp_13
0625_w15_qp_13_27,27,"A plastic rod is rubbed with a cotton cloth. This process causes the rod and the cloth to become charged. These charges cause a force between the rod and the cloth.  Which row compares the charges on the rod and the cloth, and describes the effect of the force between the rod and the cloth?  charges on rod and cloth effect 
A opposite they attract 
B opposite they repel 
C the same they attract 
D the same they repel 
   1 © UCLES 2015 0625/13/O/N/15 [Turn over",0625_w15_qp_13
0625_w15_qp_13_28,28,"A metal wire of circular cross-section has diameter d and length l.  
current
wire
dl
  Which pair of changes, if both are carried out, must increase the resistance of the wire? A decrease l and decrease d B decrease l and increase d C increase l and decrease d D increase l and increase d ",0625_w15_qp_13
0625_w15_qp_13_29,29,"The circuit shown contains a battery, a 6.0
 Ω resistor and two meters X and Y.  One meter records current and one meter records potential difference.  
meter X
meter Y6.0
 Ω
  Which row shows possible values for the readings on the meters?   meter X meter Y 
A 2.0  A 12  V 
B 2.0  V 12  A 
C 12  A 2.0  V 
D 12  V 2.0  A 
   1 © UCLES 2015 0625/13/O/N/15",0625_w15_qp_13
0625_w15_qp_13_30,30,A student designs a circuit to switch on a lamp after a time delay.  Which components are used in a time-delay circuit? A a light-dependent resistor and a relay B a resistor and a capacitor C a resistor and a transformer D a thermistor and a variable resistor ,0625_w15_qp_13
0625_w15_qp_13_31,31,"Identical resistors are connected together to form arrangements X, Y and Z.  
arrangement X arrangement Y arrangement Z  What is the correct order of the resistances of the arrangements from the largest to the smallest? A X → Y → Z B Y → X → Z C Z → X → Y D Z → Y → X    1 © UCLES 2015 0625/13/O/N/15 [Turn over",0625_w15_qp_13
0625_w15_qp_13_32,32,"The diagram shows a potential divider circuit.  
V QVP
  The resistance of the variable resistor is increased.  Which row shows what happens to the readings on voltmeter P and on voltmeter Q?   reading on voltmeter P reading on voltmeter Q 
A decreases decreases 
B decreases increases 
C increases decreases 
D increases increases 
",0625_w15_qp_13
0625_w15_qp_13_33,33,"Four lamps are each labelled '60
 W 230  V'.  In which circuit are the lamps connected so that they operate at normal brightness?  
A230
 VB230
 VC 230
 VD 230
 V
    1 © UCLES 2015 0625/13/O/N/15",0625_w15_qp_13
0625_w15_qp_13_34,34,"A student investigates electromagnetic induction. She has a bar magnet and a coil of wire that is connected to a sensitive ammeter.  
NS  sens itive ammeter 
coil of wire
A
magnet  Which movement does not cause a reading on the ammeter? A moving the coil to the right B moving both the magnet and the coil to the left at the same speed C moving both the magnet and the coil towards each other at the same speed D moving the magnet to the left ",0625_w15_qp_13
0625_w15_qp_13_35,35,"The primary coil of a transformer has 200 turns. This primary coil is connected to an a.c. power supply of 25
 V.  A voltmeter connected across the secondary coil reads 50
 V.  
  
  25  Va.c. 50 Vprimary coil200 turns secondary coilV
  How many turns are on the secondary coil? A 25 B 100 C 200 D 400    1 © UCLES 2015 0625/13/O/N/15 [Turn over",0625_w15_qp_13
0625_w15_qp_13_36,36,"A current-carrying coil in a magnetic field experiences a turning effect.  
NSpower supply+–
coil  How can the turning effect be increased? A Increase the number of turns on the coil. B Reduce the size of the current. C Reverse the direction of the magnetic field. D Use thinner wire for the coil. ",0625_w15_qp_13
0625_w15_qp_13_37,37,"The diagram shows a cathode-ray tube. The tube is not working.  
powersupply
heatedcathode
coldanode
air
  Which change should be made to make the tube work to produce cathode rays? A Change round the connections of the power supply. B Heat the anode instead of the cathode. C Use an a.c. power supply instead of a d.c. power supply. D Use a vacuum in the tube instead of air.    1  
Permission to reproduce items where third-par ty owned material protected by copyright is  included has been sought and cleared w here possible. Every reasonable effort has been made by the publisher (UCLES) to trace copyright holder s, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends at the earliest possible opportunity.  To avoid the issue of disclosure of answer-related information to candidates, all copyright acknowledgements are reproduced onl ine in the Cambridge International Examinations Copyright Acknowledgements Booklet. This is produced for each series of examinations and is freely a vailable to download at www.cie.org.uk after the live examination series.  Cambridge International Examinations is part of the Cambridge Asse ssment Group. Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge.  
© UCLES 2015 0625/13/O/N/15",0625_w15_qp_13
0625_w15_qp_13_38,38,A radioactive nucleus contains 128 nucleons. It emits a β-particle.  How many nucleons are now in the nucleus? A 124 B 127 C 128 D 129 ,0625_w15_qp_13
0625_w15_qp_13_39,39,"A student investigates how the radiation from a radioactive source changes with time.  The table shows the results from the detector used by the student.  time
 / 
minutes count rate / counts per minute
0 340 
2.0 180 
4.0 100 
6.0 60 
8.0 40 
 The experiment is repeated by many other students, who also measure the count rate every two minutes.  The half-life of the source is known to be exactly 2.0 minutes.  Why is the measured count rate always greater than half the previous value? A Radioactive emissions occur randomly with time. B The detector used is very close to the source. C There is background radiation present. D The radioactive source is decaying. ",0625_w15_qp_13
0625_w15_qp_13_40,40,"The nuclide notation for radium-226 is
Ra22688.  How many electrons orbit the nucleus of a neutral atom of radium-226? A 0 B 88 C 138 D 226    ",0625_w15_qp_13
0625_w16_qp_21_01,1,"The graph shows how the distance trave lled by a vehicle changes with time.  
00distance
timePQR S
  Which row describes the speed of the vehicle in each section of the graph?   P to Q Q to R R to S 
A constant zero constant 
B constant zero decreasing 
C increasing constant decreasing 
D increasing zero constant 
",0625_w16_qp_21
0625_w16_qp_21_02,2,"A stone falls freely from the top of a cliff. Air resistance may be ignored.  Which graph shows how the acceleration of the stone varies with time as it falls?  
00time acceleration A 
00time acceleration B 
00time acceleration C 
00time acceleration D 
   © UCLES 2016 0625/21/O/N/16 [Turn over",0625_w16_qp_21
0625_w16_qp_21_03,3,"A car travels along a horizontal road in a straight line. The driver presses the accelerator to increase the speed of the car.  The speed-time graph for the car is shown.  
30201000 5 10 15 20speedm
 / s
time
 / s  What is the acceleration of the car? A 0.50
 m  / s2 B 1.00  m  / s2 C 1.50  m  / s2 D 2.00  m  / s2 ",0625_w16_qp_21
0625_w16_qp_21_04,4,"A spaceship approaches the Earth from deep space. Near the Earth, a force on the spaceship causes it to have weight. This causes it to change its speed and direction.  Which type of force causes the spaceship’s wei ght, and which property of the spaceship resists its change in speed and direction?  force that causes weight property that resists change in speed and direction 
A gravitational mass 
B gravitational volume 
C magnetic mass 
D magnetic volume 
    © UCLES 2016 0625/21/O/N/16",0625_w16_qp_21
0625_w16_qp_21_05,5,"The diagrams show an empty rectangular box, and the same box filled with liquid.  The box has a mass of 60
 g when empty. When filled with liquid, the total mass of the box and the liquid is 300
 g.  
box filled with liquid300
 g empty box60  g  The density of the liquid is 1.2
 g / cm3.  What is the volume of the liquid in the box? A 50
 cm3 B 200  cm3 C 250  cm3 D 300  cm3 ",0625_w16_qp_21
0625_w16_qp_21_06,6,An object travels in a circular path at constant speed. Which statement about the object is correct? A It has changing kinetic energy. B It has changing momentum. C It has constant velocity. D It is not accelerating. ,0625_w16_qp_21
0625_w16_qp_21_07,7,"Which diagram shows the magnitude and direction of the resultant R of the two forces F
1 and F 2?  
F1
F2B
F1
F2R RAF1
F2RCRF1
F2D
     © UCLES 2016 0625/21/O/N/16 [Turn over",0625_w16_qp_21
0625_w16_qp_21_08,8,"Two cars, P and Q, have different masses and different speeds as shown.  
speed20
 m  / smass500 kgcar Pspeed10
 m  / smass1000 kgcar Q
  Which row correctly compares the momentum and the kinetic energy of P with the momentum and the kinetic energy of Q?   momentum kinetic energy 
A P greater than Q P equal to Q 
B P equal to Q P equal to Q 
C P equal to Q P less than Q 
D P less than Q P greater than Q 
",0625_w16_qp_21
0625_w16_qp_21_09,9,"A car of mass 800
 kg travels over a hill of height h.  
hhill NOT TOSCALE
  By travelling to the top of the hill, the car gains 40
 000  J of gravitational potential energy.  The gravitational field strength g is 10
 N  / kg.  What is the height h of the hill? A 5.0
 m B 20  m C 50  m D 500  m ",0625_w16_qp_21
0625_w16_qp_21_10,10,"A lamp has a power input of 5.0
 W. It wastes 1.0  W of power heating the surroundings. What is the efficiency of the lamp? A 20% B 50% C 80% D 120% ",0625_w16_qp_21
0625_w16_qp_21_11,11,"The box contains the names of eight different energy resources.  natural gas geothermal solar waves 
hydroelectric oil wind coal 
 How many of these energy resources are renewable? A 3 B 4 C 5 D 6   © UCLES 2016 0625/21/O/N/16",0625_w16_qp_21
0625_w16_qp_21_12,12,"The diagram shows a dam holding back water.  
damwater65  m
  The depth of the water is 65
 m.  The density of the water is 1000
 kg  / m3. The gravitational field strength g is 10  N  / kg.  What is the pressure exerted at the base of the dam due to the water? A 15.4
 Pa B 154  Pa C 65  000  Pa D 650  000  Pa ",0625_w16_qp_21
0625_w16_qp_21_13,13,"Air is trapped in a cylinder by a piston. The original volume of the trapped air is V and the original pressure of the trapped air is P. The piston is pushed to the left. The temperature of the gas does not change.  
25 50 25 50 trapped airbefore piston is pushed in after piston is pushed inpiston
cylinder
trapped air  What is the new volume and what is the new pressure of the trapped air?   new volume new pressure 
A 2V 2P 
B 2V 2P 
C 2V 2P 
D 2V 2P 
    © UCLES 2016 0625/21/O/N/16 [Turn over",0625_w16_qp_21
0625_w16_qp_21_14,14,"When a liquid evaporates, some of its molecules escape from the surface and the temperature of the liquid changes.  Which row describes the escaping molecules and the change in temperature of the liquid?   escaping molecules temperature of the liquid 
A less energetic goes down 
B less energetic goes up 
C more energetic goes down 
D more energetic goes up 
",0625_w16_qp_21
0625_w16_qp_21_15,15,A gas at a constant temperature is in a container of fixed volume. The gas exerts a pressure on the walls of the container. The pressure is caused by the gas molecules striking the walls. Which statement about the gas molecules when they strike the walls is correct? A The average kinetic energy of the gas molecules changes.  B The average momentum of the gas molecules changes. C The average speed of the gas molecules changes. D The chemical energy of the gas molecules changes. ,0625_w16_qp_21
